# Species	Genes	Alg.-Conn.	Anoxybacillus_flavithermus_WK1_ASM1904v1_genomic.g2d.faa	Bacillus_amyloliquefaciens_XH7_ASM22164v1_genomic.g2d.faa	Bacillus_anthracis_Ames_ASM83306v1_genomic.g2d.faa	Bacillus_clausii_KSM-K16_ASM982v1_genomic.g2d.faa	Bacillus_licheniformis_DSM_13___ATCC_14580_ASM842v1_genomic.g2d.faa	Bacillus_licheniformis_SCDB_14_ASM207409v1_genomic.g2d.faa	Bacillus_megaterium_DSM_319_ASM2580v1_genomic.g2d.faa	Bacillus_subtilis_subsp_subtilis_str_168_ASM904v1_genomic.g2d.faa	Bacillus_thuringiensis_BMB171_ASM9216v1_genomic.g2d.faa	Clostridioides_difficile_630_ASM920v1_genomic.g2d.faa	Clostridium_acetobutylicum_ATCC_824_ASM876v1_genomic.g2d.faa	Clostridium_beijerinckii_NCIMB_8052_ASM1696v1_genomic.g2d.faa	Clostridium_botulinum_A_str_ATCC_3502_ASM6358v1_genomic.g2d.faa	Clostridium_kluyveri_DSM_555_ASM1650v1_genomic.g2d.faa	Clostridium_novyi_NT_ASM1412v1_genomic.g2d.faa	Clostridium_perfringens_ATCC_13124_ASM1328v1_genomic.g2d.faa	Clostridium_tetani_E88_Massachusetts_substr_E88_ASM762v1_genomic.g2d.faa	Corynebacterium_glutamicum_CP_ASM144786v2_genomic.g2d.faa	Enterococcus_faecalis_V583_ASM778v1_genomic.g2d.faa	Geobacillus_kaustophilus_HTA426_ASM978v1_genomic.g2d.faa	Lactobacillus_acidophilus_NCFM_ASM1198v1_genomic.g2d.faa	Lactobacillus_brevis_ATCC_367_ASM1446v1_genomic.g2d.faa	Lactobacillus_casei_BL23_ASM2648v1_genomic.g2d.faa	Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA-365_ASM1440v1_genomic.g2d.faa	Lactobacillus_fermentum_IFO_3956_ASM1014v1_genomic.g2d.faa	Lactobacillus_helveticus_DPC_4571_ASM1538v1_genomic.g2d.faa	Lactobacillus_johnsonii_NCC_533_ASM806v1_genomic.g2d.faa	Lactobacillus_pentosus_BGM48_ASM285001v1_genomic.g2d.faa	Lactobacillus_plantarum_WCFS1_NCIMB8826_ASM20385v3_genomic.g2d.faa	Lactobacillus_reuteri_JCM_1112_ASM1000v1_genomic.g2d.faa	Lactobacillus_rhamnosus_GG_ASM335345v1_genomic.g2d.faa	Lactobacillus_sakei_DS4_ASM295365v1_genomic.g2d.faa	Lactobacillus_salivarius_UCC118_ASM892v1_genomic.g2d.faa	Lactococcus_lactis_subsp_cremoris_MG1363_ASM942v1_genomic.g2d.faa	Leuconostoc_mesenteroides_subsp_mesenteroides_ATCC_8293_ASM1444v1_genomic.g2d.faa	Oenococcus_oeni_PSU-1_ASM1438v1_genomic.g2d.faa	Paenibacillus_polymyxa_SQR-21_SQR21_ASM59798v1_genomic.g2d.faa	Pediococcus_pentosaceus_ATCC_25745_ASM1450v1_genomic.g2d.faa	Staphylococcus_aureus_subsp_aureus_NCTC_8325_ASM1342v1_genomic.g2d.faa	Streptococcus_agalactiae_2603V_R_ASM726v1_genomic.g2d.faa	Streptococcus_anginosus_J4211_ASM141263v1_genomic.g2d.faa	Streptococcus_dysgalactiae_subsp_equisimilis_GGS_124_ASM1070v1_genomic.g2d.faa	Streptococcus_equi_subsp_zooepidemicus_MGCS10565_MGCS10565_ATCC_BAA1716_ASM2076v1_genomic.g2d.faa	Streptococcus_gallolyticus_UCN34_ASM2718v1_genomic.g2d.faa	Streptococcus_gordonii_str_Challis_substr_CH1_ASM1700v1_genomic.g2d.faa	Streptococcus_intermedius_JTH08_ASM30680v1_genomic.g2d.faa	Streptococcus_lutetiensis_033_ASM44153v1_genomic.g2d.faa	Streptococcus_mitis_B6_ASM2716v1_genomic.g2d.faa	Streptococcus_mutans_UA159_ASM746v2_genomic.g2d.faa	Streptococcus_pneumoniae_D39_ASM1436v2_genomic.g2d.faa	Streptococcus_pyogenes_HSC5_ASM42204v1_genomic.g2d.faa	Streptococcus_pyogenes_MGAS5005_ASM1176v2_genomic.g2d.faa	Streptococcus_suis_P1_7_ASM9190v1_genomic.g2d.faa	Streptococcus_thermophilus_CNRZ1066_ASM1184v1_genomic.g2d.faa	Streptococcus_uberis_0140J_ASM954v1_genomic.g2d.faa	Tetragenococcus_halophilus_MJ4_ASM171281v1_genomic.g2d.faa
35	35	0.00153	Aflv_0907	BAXH7_02590	BF25_RS03650	*	BLi02645	B14_RS09070	BMD_4478	BSU24700	BMB171_C3908	*	*	*	*	*	*	*	*	*	*	GK2432	*	*	LCABL_11900	*	LAF_0547	*	*	BB562_06250	lp_2246	*	DU507_05165	C0213_07215	LSL_0427	llmg_2405	*	*	*	PEPE_1235	SAOUHSC_01639	*	SanJ4211_0221	SDEG_0137	Sez_0118	GALLO_0090	SGO_1921	SCIM_RS08230	KE3_RS00250	smi_0208	SMU_1983	SPD_1860	L897_00690	M5005_Spy0089	SSU0129	str1862	SUB0121	AC806_RS01075
2	2	1	*	BAXH7_00735	*	*	*	*	*	BSU07670	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00698	*	*	*	*	*	BSU07310	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00696	*	*	*	*	*	BSU07290	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00608	*	*	*	*	*	BSU06269	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00429	*	*	*	*	*	BSU23350	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00399	*	*	*	*	*	BSU04130	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00398	*	*	*	*	*	BSU04120	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00389	*	*	*	*	*	BSU04039	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00361	*	*	*	*	*	BSU03780	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01365	*	*	*	*	*	BSU20330	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00228	*	*	*	*	*	BSU02300	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_00206	*	*	*	*	*	BSU21540	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.588	*	BAXH7_03577	*	*	*	*	*	BSU34410	*	*	CA_C3321	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.701	*	BAXH7_01363	*	*	*	*	*	BSU20350	*	*	CA_C1198	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.424	*	BAXH7_01362	*	*	*	*	*	BSU20360	*	*	CA_C1197	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	BSU21110	*	*	CA_C1134	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	BSU40220	*	*	*	*	*	CKL_2304	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	BSU06038	*	*	*	*	*	*	*	*	*	*	*	*	*	*	LCABL_30790	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
6	6	0.411	*	BAXH7_01079	*	ABC3040	*	*	*	BSU02100	*	*	CA_C3330	*	CBO1038	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	AC806_RS05260
5	5	0.287	*	*	*	*	*	*	*	BSU40630	*	*	CA_C3416	*	CBO0677	*	*	CPF_1875	CTC_00958	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.788	*	BAXH7_03364	*	ABC0197	*	*	*	BSU11070	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03918	*	*	*	*	*	BSU37800	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03909	*	*	*	*	*	BSU37730	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03874	*	*	*	*	*	BSU37470	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03807	*	*	*	*	*	BSU36720	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03787	*	*	*	*	*	BSU36540	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.943	*	BAXH7_03761	*	*	BLi03856	*	*	BSU36269	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03727	*	*	*	*	*	BSU35970	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.925	*	BAXH7_03713	*	*	BLi03836	*	*	BSU35870	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.639	*	BAXH7_03711	*	*	BLi03179	*	*	BSU30360	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.841	*	BAXH7_03413	*	*	BLi03484	*	*	BSU33029	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03365	*	*	*	*	*	BSU02380	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03926	*	*	*	*	*	BSU37880	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.726	*	BAXH7_03363	*	ABC0198	*	*	*	BSU11055	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.62	*	BAXH7_03362	*	ABC0199	*	*	*	BSU33770	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03182	*	*	*	*	*	BSU31340	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03172	*	*	*	*	*	BSU31279	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03117	*	*	*	*	*	BSU06830	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03114	*	*	*	*	*	BSU11920	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03022	*	*	*	*	*	BSU30000	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02949	*	*	*	*	*	BSU29430	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.893	*	BAXH7_02895	*	ABC0404	*	*	*	BSU28770	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.82	*	BAXH7_02772	*	*	BLi02883	*	*	BSU27570	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04121	*	*	*	*	*	BSU39940	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC2093	*	*	*	BSU21010	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC1977	*	*	*	BSU01970	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC1344	*	*	*	BSU12750	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC1118	*	*	*	BSU26830	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC1054	*	*	*	BSU39280	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	ABC0462	*	*	*	BSU34850	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	BSU20960	*	CD630_17730	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.556	*	*	*	ABC3481	*	*	*	BSU02090	*	CD630_04580	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.678	*	BAXH7_04192	*	*	BLi04356	*	*	BSU40529	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04149	*	*	*	*	*	BSU40259	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_02705	*	*	*	*	*	BSU26370	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04092	*	*	*	*	*	BSU39590	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04090	*	*	*	*	*	BSU39570	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.82	*	BAXH7_04089	*	*	BLi04216	*	*	BSU39560	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.883	*	BAXH7_04060	*	ABC2575	*	*	*	BSU39220	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04056	*	*	*	*	*	BSU39170	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.891	*	BAXH7_04054	*	ABC2096	*	*	*	BSU39200	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_04037	*	*	*	*	*	BSU38930	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.682	*	BAXH7_04004	*	*	BLi04091	*	*	BSU38610	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03942	*	*	*	*	*	BSU38080	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_03928	*	*	*	*	*	BSU37900	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01399	*	*	*	*	*	BSU19990	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01624	*	*	*	*	*	BSU18150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.455	*	BAXH7_01545	*	ABC1786	*	*	*	BSU19150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01535	*	*	*	*	*	BSU19250	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01534	*	*	*	*	*	BSU19259	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
3	3	0.922	*	BAXH7_01482	*	*	BLi05057	*	*	BSU19669	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01471	*	*	*	*	*	BSU20000	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01466	*	*	*	*	*	BSU19760	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01465	*	*	*	*	*	BSU19770	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01464	*	*	*	*	*	BSU19780	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01460	*	*	*	*	*	BSU19820	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01405	*	*	*	*	*	BSU19850	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01683	*	*	*	*	*	BSU21530	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01397	*	*	*	*	*	BSU19999	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01381	*	*	*	*	*	BSU20150	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01380	*	*	*	*	*	BSU20160	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01377	*	*	*	*	*	BSU20170	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01374	*	*	*	*	*	BSU20210	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01373	*	*	*	*	*	BSU20240	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01369	*	*	*	*	*	BSU20280	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01368	*	*	*	*	*	BSU20290	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
2	2	1	*	BAXH7_01367	*	*	*	*	*	BSU20300	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*
